marca,modelo,año,kilometraje,version,transmision,precio (MXN),ubicacion
Jeep,Patriot,2014,107600,2.4 LIMITED FWD ATX,Automático,160999,Ciudad de México
Chevrolet,Equinox,2016,49698,2.4 LTZ F AUTO,Automático,280999,Cuernavaca
Chevrolet,Aveo,2020,62773,1.5 LS B AUTO,Automático,166999,Ciudad de México
Chevrolet,Aveo,2018,86899,1.5 LS B AUTO,Automático,160999,Ciudad de México
Kia,Sportage,2016,104099,2.4 SXL AT,Automático,265999,Ciudad de México
Ford,Escape,2014,59514,2.5 S I4 AT,Automático,201999,Ciudad de México
Mazda,CX-5,2014,70527,2.5 S GRAND TOURING 2WD AT,Automático,183999,Ciudad de México
Kia,Stinger,2018,46370,2.0 EX AUTO,Automático,338999,Puebla
Audi,A3,2016,109792,1.4 TFSI ATTRACTION S TRONIC,Automático,323999,Ciudad de México
Porsche,Macan,2015,79300,3.0 V6 S,Automático,421999,Ciudad de México
Nissan,Pathfinder,2015,101671,3.5 EXCLUSIVE AT,Automático,216999,Ciudad de México
Chevrolet,Trax,2015,97000,1.8 B LT AT,Automático,192999,Querétaro
Land Rover,Discovery Sport,2019,53000,2.0 P290 HSE AUTO 4WD,Automático,656999,Guadalajara
Chevrolet,Captiva,2022,18065,1.5 LT 5 PASAJEROS A CVT,Automático,372999,Ciudad de México
Toyota,Yaris,2018,62000,1.5 S MT 5PTAS,Manual,238999,Puebla
Honda,HR-V,2016,61435,1.8 EPIC CVT,Automático,185999,Ciudad de México
Chevrolet,Bolt EUV,2022,10400,BEV 65KWH LT AUTO,Automático,571999,Ciudad de México
Seat,Leon,2016,123176,1.8 SC FR DSG 180HP,Automático,262999,Monterrey
Mini,Paceman,2014,56000,1.6 COOPER S PACEMAN CHILI AT,Automático,259999,Ciudad de México
Mazda,Mazda 3,2017,57877,2.5 HATCHBACK S TA,Automático,193999,Ciudad de México
Peugeot,3008,2020,41846,1.6 THP GT LINE AUTO,Automático,398999,Ciudad de México
Suzuki,Vitara,2017,85621,1.6 GLS AT,Automático,187999,Ciudad de México
Volkswagen,Tiguan,2014,94490,1.4 TSI DSG,Automático,229999,Ciudad de México
Volkswagen,Jetta,2019,23000,1.4 HIGHLINE AUTO,Automático,352999,Ciudad de México
Kia,Rio,2017,60176,1.6 LX MT,Manual,185999,Ciudad de México
Honda,City,2020,29160,1.5 EX CVT,Automático,278999,Ciudad de México
Mercedes Benz,Clase C,2010,115707,1.8 C 200 CGI SPORT AT,Automático,175999,Ciudad de México
Hyundai,Elantra,2016,85706,1.8 GLS PREMIUM AT,Automático,182999,Ciudad de México
Nissan,Pathfinder,2018,66255,3.5 SENSE AUTO,Automático,322999,Ciudad de México
Mini,Cooper S,2017,50770,2.0 COOPER S CHILI AT,Automático,317999,Ciudad de México
Audi,A4,2019,91274,2.0 40 TFSI DYNAMIC DCT,Automático,395999,Puebla
Mercedes Benz,Clase A,2017,64458,1.6 A 200 STYLE,Automático,368999,Ciudad de México
Mini,Countryman,2019,59208,2.0 COOPER S SPORT AUTO,Automático,408999,Ciudad de México
Mercedes Benz,Clase CLA,2016,90786,1.6 CLA 200 CGI SPORT TURBO GPS TA 156HP ,Automático,261999,Monterrey
Audi,A7,2012,78719,3.0TFSI SPORTBACK ELITE S TRONIC QUATTRO,Automático,351999,Ciudad de México
Chevrolet,Sonic,2016,126461,1.6 AT E LT,Automático,100999,Monterrey
Chevrolet,Spark,2018,91397,1.4 LT B,Manual,161999,Guadalajara
Renault,Duster,2016,54420,2.0 DYNAMIQUE MEDIA NAV AT,Automático,165999,Ciudad de México
Chevrolet,Equinox,2017,84774,2.4 LS D AUTO,Automático,202999,Ciudad de México
Chevrolet,Aveo,2015,61435,1.6 AT C,Automático,140999,Ciudad de México
Dodge,Journey,2018,80000,2.4 SXT PLUS 7 LUJO,Automático,243999,Guadalajara
Buick,Encore,2016,51866,1.4 AUTO CXL L PREMIUM,Automático,168999,Ciudad de México
Peugeot,3008,2013,99646,1.6 FELINE FAMILY TIPTRONIC,Automático,126999,Guadalajara
Hyundai,Accent,2022,19000,1.6 GL,Manual,196999,Ciudad de México
Ford,Fusion,2018,47985,2.5 SE AUTO,Automático,226999,Monterrey
Fiat,500L,2018,82356,1.4 TREKKING AUTO,Automático,256999,Ciudad de México
Ford,Escape,2022,18436,2.5 HEV TITANIUM CVT,Automático,460999,Ciudad de México
Nissan,Pathfinder,2014,79402,3.5 EXCLUSIVE AT 4WD,Automático,158999,Monterrey
Mini,Cooper,2013,78000,1.6 COOPER SALT,Manual,147999,Ciudad de México
Jeep,Grand Cherokee,2016,74606,5.7 LIMITED LUJO V8 4X4,Automático,349999,Guadalajara
Mitsubishi,Outlander,2016,93620,2.4 SE,Automático,179999,Ciudad de México
Changan,CS35,2022,12665,1.4 DCT,Automático,362999,Ciudad de México
Bmw,X3,2015,82154,20 BUSINESS EDITION AT,Automático,205999,Guadalajara
Buick,Verano,2015,57218,2.0 1SC,Automático,156999,Ciudad de México
Nissan,Altima,2017,98494,3.5 EXCLUSIVE CVT,Automático,167999,Monterrey
Nissan,Maxima,2017,56293,3.5 SR CVT,Automático,249999,Ciudad de México
Volvo,XC60,2022,23430,2.0 B5 MHEV MOMENTUM AUTO AWD,Automático,569999,Ciudad de México
Land Rover,Range Rover Evoque,2017,66485,2.0 SE AT 4WD,Automático,417999,Ciudad de México
Gmc,Yukon,2017,81790,6.2 D DENALI AT 4WD,Automático,477999,Guadalajara
Nissan,NV350 Urvan,2022,11651,2.5 PANEL AMPLIA AA PAQ SEG,Manual,568999,Ciudad de México
Ram,Ram 2500,2016,69000,5.7 2500 HEMI SPORT CREW CAB 4X4 V8 6AT,Automático,371999,Puebla
Volkswagen,Touareg,2017,83000,3.0 HIBRIDO,Automático,359999,Ciudad de México
Volkswagen,Touareg,2013,104110,3.0 HYBRID 4WD TIPTRONIC,Automático,218999,Ciudad de México
Bmw,X5,2016,71216,3.0 XDRIVE35IA M SPORT AT 4WD,Automático,443999,Ciudad de México
Mini,Countryman,2014,95860,1.6 COOPER S SALT AT,Automático,182999,Ciudad de México
Mercedes Benz,Clase E,2014,91000,3.0 E 400 CGI SPORT AT,Automático,204999,Ciudad de México
Alfa Romeo,Giulietta,2016,41560,1.8 QUADRIFOGLIO VERDE,Automático,246999,Ciudad de México
Jaguar,I-PACE,2019,4545,90KWH P400 FIRST EDITION AUTO 4WD,Automático,899999,Ciudad de México
Nissan,Kicks,2017,94762,1.6 ADVANCE LTS CVT AC,Automático,244999,Querétaro
Volkswagen,Vento,2019,79000,1.6 STARTLINE,Manual,193999,Ciudad de México
Mazda,CX-5,2016,90000,2.0 I SPORT AT 2WD,Automático,235999,Querétaro
Suzuki,Vitara,2019,44200,1.6 GLS,Manual,259999,Ciudad de México
Suzuki,Ertiga,2020,84000,1.5 GLX AUTO,Automático,250999,Ciudad de México
Nissan,March,2018,90151,1.6 SENSE,Manual,166999,Querétaro
Chevrolet,Trax,2014,50000,1.4 D LTZ AT,Automático,206999,Ciudad de México
Chevrolet,Onix,2023,26000,1.0 LT D AUTO,Automático,263999,Ciudad de México
Kia,Sportage,2016,106661,2.0 EX AT,Automático,217999,Ciudad de México
Volkswagen,Gol,2020,34127,1.6 5 PTAS. TRENDLINE,Manual,216999,Ciudad de México
Toyota,Corolla,2017,21000,1.8 LE CVT,Automático,256999,Ciudad de México
Volkswagen,Polo,2018,85348,1.6 STD.,Manual,196999,Ciudad de México
Mini,Cooper,2021,17000,1.5 COOPER PEPPER DCT,Automático,407999,Ciudad de México
Renault,Logan,2019,41000,1.6 INTENS MT,Manual,189999,Ciudad de México
Audi,A4,2019,95000,2.0 40 TFSI DYNAMIC DCT,Automático,329999,Ciudad de México
Toyota,Prius C,2020,15000,1.5 HYBRID AUTO,Automático,321999,Ciudad de México
Mazda,Mazda 3,2018,56047,2.5 SEDAN S GRAND TOURING TA,Automático,246999,Monterrey
Chevrolet,Trax,2019,50880,1.8 B LT AUTO,Automático,233999,Ciudad de México
Kia,Rio,2018,57000,1.6 LX AUTO,Automático,194999,Querétaro
Mazda,Mazda 3,2020,41000,2.5 I SPORT AUTO,Automático,292999,Puebla
Hyundai,Accent,2018,67400,1.6 GLS AUTO,Automático,212999,Monterrey
Volkswagen,T-Cross,2022,15500,1.6 TRENDLINE,Automático,330999,Ciudad de México
Seat,Leon,2020,53000,2.0 CUPRA DCT,Automático,432999,Ciudad de México
Mg,Zs,2024,15750,1.5 EXCITE CVT,Automático,309999,Guadalajara
Nissan,Versa,2018,90000,1.6 ADVANCE AUTO,Automático,187999,Monterrey
Seat,Ibiza,2016,76000,1.6 SC STYLE TIPTRONIC,Automático,194999,Monterrey
Renault,Duster,2018,74500,2.0 INTENS,Manual,182999,Guadalajara
Kia,Sorento,2022,24000,2.5 EX PACK AUTO,Automático,566999,Ciudad de México
Audi,Q3,2017,68000,2.0 TFSI LUXURY 220 HP QUATTRO S TRONIC,Automático,305999,Ciudad de México
Chevrolet,Beat,2020,99619,1.2 LS A,Manual,158999,Querétaro
Mini,Cooper S,2017,64000,2.0 COOPER S HOT CHILI AT,Automático,290999,Ciudad de México
Volkswagen,Vento,2014,80000,1.6 ACTIVE MT,Manual,156999,Ciudad de México
Ford,Mustang,2024,5100,5.0 V8 GT AUTO,Automático,1146999,Ciudad de México
Peugeot,Landtrek,2021,46741,2.4 ALLURE AUTO,Automático,371999,Monterrey
Mini,Countryman,2018,61000,2.0 COOPER S CHILI AUTO,Automático,315999,Guadalajara
Audi,Q2,2020,92582,1.4 35 TFSI DYNAMIC DCT,Automático,323999,Ciudad de México
Volkswagen,Polo,2017,104227,1.8 TSI DSG GTI,Automático,256999,Ciudad de México
Suzuki,Vitara,2018,46500,1.4 BOOSTERJET,Manual,240999,Ciudad de México
Kia,FORTE,2020,80000,2.0 EX IVT,Automático,244999,Querétaro
Nissan,Sentra,2013,119000,1.8 EXCLUSIVE NAVI CVT,Automático,157999,Puebla
Hyundai,Creta,2019,76577,1.6 GLS PREMIUM AUTO,Automático,251999,Ciudad de México
Nissan,Versa,2014,72500,1.6 SENSE TA AC,Automático,150999,Ciudad de México
Audi,Q2,2019,45000,1.4 35 DYNAMIC DCT,Automático,349999,Ciudad de México
Toyota,Yaris,2014,119000,1.5 PREMIUM AT 5PTAS,Automático,154999,Ciudad de México
Jeep,Cherokee,2015,89700,2.4 LIMITED,Automático,234999,Monterrey
Kia,Rio,2018,68800,1.6 EX AUTO,Automático,222999,Ciudad de México
Mercedes Benz,Clase GLA,2020,82395,2.0 GLA 250 SPORT DCT,Automático,395999,Ciudad de México
Volkswagen,Virtus,2020,31000,1.6 AUTO,Automático,256999,Ciudad de México
Suzuki,Vitara,2018,61000,1.6 GLS,Manual,246999,Ciudad de México
Chevrolet,Trax,2015,112000,1.8 B LT AT,Automático,190999,Ciudad de México
Mg,MG5,2022,17700,1.5 ELEGANCE CVT,Automático,251999,Ciudad de México
Seat,Ibiza,2015,33800,2.0 BLITZ ITECH 4 PTAS MT,Manual,189999,Ciudad de México
Honda,HR-V,2019,71000,1.8 TOURING CVT,Automático,293999,Ciudad de México
Seat,Leon,2017,62000,1.4 STYLE 125HP MT,Manual,224999,Ciudad de México
Ford,F-150,2016,75000,3.5 XL CREW CAB 4X2 V6 AT,Automático,369999,Puebla
Volkswagen,Vento,2018,86300,1.6 COMFORTLINE TIPTRONIC,Automático,193999,Ciudad de México
Audi,A3,2018,60000,1.4 DYNAMIC DCT,Automático,305999,Ciudad de México
Nissan,Kicks,2018,34400,1.6 EXCLUSIVE LTS CVT,Automático,280999,Ciudad de México
Mazda,Mazda 3,2017,104158,2.5 SEDAN S TM,Manual,200999,Ciudad de México
Hyundai,Elantra,2017,71450,2.0 GLS PREMIUM AT,Automático,204999,Ciudad de México
Nissan,Versa,2018,17819,1.6 SENSE AUTO,Automático,190999,Ciudad de México
Ford,Mustang,2022,7000,5.0 V8 GT AUTO,Automático,851999,Ciudad de México
Hyundai,ix35,2015,70000,2.0 GLS PREMIUM AT,Automático,207999,Ciudad de México
Volkswagen,Jetta,2016,100000,2.0 TIP,Automático,179999,Monterrey
Volkswagen,Polo,2020,67000,1.6 COMFORTLINE PLUS,Manual,221999,Puebla
Volkswagen,Taos,2022,23474,1.4 TSI COMFORTLINE AUTO,Automático,422999,Ciudad de México
Kia,Seltos,2023,15000,1.6 EX AUTO,Automático,381999,Ciudad de México
Lincoln,Corsair,2020,29000,2.3 RESERVE AUTO 4WD,Automático,569999,Ciudad de México
Audi,A3,2014,126000,1.8 TFSI AMBIENTE S TRONIC,Automático,202999,Ciudad de México
Toyota,Prius C,2019,41300,1.5 HYBRID AUTO,Automático,269999,Ciudad de México
Volkswagen,Gol,2017,119000,1.6 5 PTAS. COMFORTLINE,Manual,153999,Puebla
Volkswagen,Jetta,2018,80000,2.0 MT,Manual,213999,Ciudad de México
Bmw,Serie 1,2020,25000,1.5 118IA M SPORT DCT,Automático,439999,Ciudad de México
Chevrolet,Tahoe,2017,78000,5.3 D LT AT,Automático,493999,Ciudad de México
Nissan,Sentra,2016,105076,1.8 EXCLUSIVE NAVI CVT,Automático,193999,Guadalajara
Volvo,V40,2017,79494,2.0 SPORT AT T4,Automático,236999,Querétaro
Audi,Q3,2021,18263,1.4 35 TFSI DYNAMIC DCT,Automático,540999,Ciudad de México
Lincoln,MKC,2017,52322,2.3 RESERVE AWD AT,Automático,330999,Guadalajara
Suzuki,Ertiga,2019,76000,1.5 GLX AUTO,Automático,252999,Ciudad de México
Ford,Focus,2015,121000,2.0 SE AT,Automático,157999,Monterrey
Kia,FORTE,2020,74000,2.0 EX IVT,Automático,248999,Monterrey
Mazda,Mazda 3,2010,96000,2.0 SEDAN I TOURING TA,Automático,122999,Guadalajara
Nissan,March,2018,69423,1.6 SENSE AUTO,Automático,173999,Querétaro
Volkswagen,Jetta,2016,116200,2.5 TRENDLINE TIP.,Automático,192999,Ciudad de México
Nissan,Sentra,2017,79000,1.8 SENSE MT,Manual,193999,Ciudad de México
Mg,MG5,2021,71000,1.5 EXCITE,Manual,201999,Ciudad de México
Nissan,March,2014,72000,1.6 SENSE AT,Automático,145999,Ciudad de México
Kia,Rio,2020,41975,1.6 LX,Manual,231999,Ciudad de México
Mazda,Mazda 2,2020,48700,1.5 I TOURING AUTO,Automático,229999,Guadalajara
Honda,HR-V,2019,39606,1.8 PRIME CVT,Automático,307999,Querétaro
Chirey,Tiggo 7 Pro,2023,19447,1.5 LUXURY CVT,Automático,376999,Querétaro
Kia,Soul,2019,46869,1.6 LX,Manual,218999,Guadalajara
Mazda,CX-5,2020,63300,2.5 I SPORT AUTO,Automático,343999,Ciudad de México
Chevrolet,Cavalier,2019,65000,1.5 PREMIER C AUTO,Automático,212999,Ciudad de México
Jac,SEI2,2022,42000,1.5 SMART,Manual,217999,Ciudad de México
Bmw,X4,2021,40000,2.0 XDRIVE30I AUTO,Automático,726999,Guadalajara
Kia,Sorento,2019,76853,2.4 LX AUTO,Automático,302999,Monterrey
Nissan,Versa,2019,77403,1.6 ADVANCE,Manual,199999,Querétaro
Honda,Civic,2017,93371,1.5 TURBO PLUS,Automático,278999,Querétaro
Mazda,Mazda 3,2017,101000,2.5 HATCHBACK S TA,Automático,220999,Ciudad de México
Mazda,CX-3,2019,49500,2.0 I SPORT 2WD AT,Automático,291999,Ciudad de México
Honda,CR-V,2012,115000,2.4 EX,Automático,214999,Ciudad de México
Jeep,Grand Cherokee,2013,58000,3.6 LAREDO LUJO V6 POWER TECH,Automático,211999,Ciudad de México
Volkswagen,Jetta,2017,110000,2.5 TRENDLINE TIP.,Automático,196999,Ciudad de México
Volkswagen,Jetta,2016,55000,2.0 TIP,Automático,207999,Ciudad de México
Volkswagen,Vento,2021,40000,1.6 STARTLINE,Manual,231999,Ciudad de México
Kia,Rio,2019,51000,1.6 EX,Manual,235999,Ciudad de México
Infiniti,QX60,2019,36000,3.5 SENSORY AUTO 4WD,Automático,425999,Guadalajara
Chevrolet,Sonic,2017,7340,1.6 AT F PREMIER,Automático,179999,Ciudad de México
Kia,Soul,2020,97000,2.0 EX IVT AUTO,Automático,238999,Ciudad de México
Nissan,Versa,2018,90000,1.6 ADVANCE AUTO,Automático,186999,Ciudad de México
Lincoln,MKC,2017,52391,2.3 RESERVE AWD AT,Automático,329999,Guadalajara
Mini,Countryman,2018,61000,2.0 COOPER S CHILI AUTO,Automático,314999,Guadalajara
Mg,MG5,2022,20041,1.5 ELEGANCE CVT,Automático,236999,Ciudad de México
Nissan,March,2018,90151,1.6 SENSE,Manual,165999,Querétaro
Kia,Soul,2019,46869,1.6 LX,Manual,217999,Guadalajara
Nissan,Sentra,2016,105092,1.8 EXCLUSIVE NAVI CVT,Automático,193999,Guadalajara
Chevrolet,Beat,2018,77000,1.2 LT B MT,Manual,154999,Puebla
Seat,Ibiza,2016,76000,1.6 SC STYLE TIPTRONIC,Automático,192999,Monterrey
Hyundai,Accent,2018,67400,1.6 GLS AUTO,Automático,211999,Ciudad de México
Kia,FORTE,2020,80000,2.0 EX IVT,Automático,243999,Ciudad de México
Mazda,CX-5,2016,88499,2.0 I GRAND TOURING 2WD AT,Automático,259999,Ciudad de México
Kia,Rio,2020,43176,1.6 LX,Manual,230999,Ciudad de México
Jeep,Cherokee,2015,89833,2.4 LIMITED,Automático,233999,Monterrey
Ford,Edge,2019,40768,2.0 TITANIUM AUTO,Automático,416999,Ciudad de México
Suzuki,Vitara,2018,61000,1.6 GLS,Manual,245999,Ciudad de México
Volkswagen,Gol,2020,34127,1.6 5 PTAS. TRENDLINE,Manual,207999,Ciudad de México
Volkswagen,Vento,2021,40647,1.6 STARTLINE,Manual,230999,Ciudad de México
Mg,MG5,2021,72021,1.5 EXCITE,Manual,201999,Ciudad de México
Kia,Soul,2018,48460,2.0 EX AUTO,Automático,251999,Ciudad de México
Kia,Sorento,2019,76853,2.4 LX AUTO,Automático,301999,Monterrey
Kia,Sportage,2018,63924,2.0 EX PACK AUTO,Automático,307999,Ciudad de México
Kia,Rio,2019,52392,1.6 EX,Manual,234999,Ciudad de México
Volkswagen,Vento,2019,81501,1.6 STARTLINE,Manual,192999,Ciudad de México
Nissan,Kicks,2018,34400,1.6 EXCLUSIVE LTS CVT,Automático,279999,Ciudad de México
Toyota,Prius C,2019,41300,1.5 HYBRID AUTO,Automático,269999,Ciudad de México
Audi,Q2,2019,46076,1.4 35 DYNAMIC DCT,Automático,348999,Ciudad de México
Mazda,Mazda 3,2017,104158,2.5 SEDAN S TM,Manual,200999,Ciudad de México
Toyota,Prius C,2020,17323,1.5 HYBRID AUTO,Automático,319999,Ciudad de México
Volkswagen,Polo,2018,85348,1.6 STD.,Manual,195999,Ciudad de México
Nissan,Sentra,2017,79000,1.8 SENSE MT,Manual,189999,Ciudad de México
Mg,MG5,2023,32514,1.5 ELEGANCE CVT,Automático,245999,Ciudad de México
Kia,Soul,2019,98000,2.0 EX PACK AUTO,Automático,243999,Ciudad de México
Kia,Rio,2018,68800,1.6 EX AUTO,Automático,220999,Ciudad de México
Chevrolet,Trax,2019,50880,1.8 B LT AUTO,Automático,232999,Ciudad de México
Nissan,X-Trail,2017,54454,2.5 EXCLUSIVE 2 ROW AUTO,Automático,274999,Monterrey
Mercedes Benz,Clase GLA,2019,52074,1.6 GLA 200 SPORT DCT,Automático,364999,Ciudad de México
Volkswagen,Tiguan,2021,31807,1.4 RLINE DCT,Automático,476999,Ciudad de México
Audi,Q5,2012,104000,2.0 TFSI ELITE S TRONIC QUATTRO,Automático,204999,Querétaro
Chevrolet,Trax,2016,60000,1.8 B LT AT,Automático,192999,Monterrey
Chevrolet,Aveo,2020,44032,1.5 LS A,Manual,192999,Ciudad de México
Buick,Encore,2019,54227,1.4 CXL L AUTO,Automático,275999,Ciudad de México
Volkswagen,Tiguan,2018,54436,2.0 HIGHLINE DCT,Automático,385999,Ciudad de México
Mazda,Mazda 3,2021,21638,2.5 I SPORT AUTO,Automático,322999,Ciudad de México
Kia,Sportage,2016,84000,2.4 SXL AT,Automático,270999,Ciudad de México
Renault,Duster,2017,57029,2.0 EXPRESSION AT,Automático,167999,Ciudad de México
Honda,City,2019,73098,1.5 EX CVT,Automático,234999,Ciudad de México
Kia,FORTE,2021,49099,2.0 EX IVT,Automático,274999,Ciudad de México
Volkswagen,Passat,2017,98339,3.6 V6,Automático,270999,Cuernavaca
Kia,Niro,2021,43149,HEV 1.6 EX DCT,Automático,389999,Guadalajara
Kia,Sportage,2018,51065,2.4 SXL 4WD AUTO,Automático,310999,Ciudad de México
Mazda,CX-5,2015,86000,2.5 S GRAND TOURING 2WD AT,Automático,238999,Ciudad de México
Dodge,Journey,2022,34458,1.5 SPORT AUTO,Automático,401999,Ciudad de México
Kia,Soul,2020,50468,1.6 LX AUTO,Automático,251999,Querétaro
Kia,Sedona,2020,81279,3.3 LX AUTO,Automático,301999,Guadalajara
Kia,Niro,2020,31665,1.6 EX DCT,Automático,372999,Ciudad de México
Kia,Sorento,2017,72258,3.3 SXL AWD AT,Automático,299999,Ciudad de México
Bmw,X3,2019,40664,2.0 XDRIVE30IA X LINE AUTO 4WD,Automático,550999,Guadalajara
Kia,FORTE,2017,46264,2.0 L MT,Manual,193999,Ciudad de México
Mazda,CX-5,2019,48000,2.5 SIGNATURE AUTO 2WD,Automático,376999,Ciudad de México
Volkswagen,Teramont,2019,69000,3.6 COMFORTLINE PLUS AUTO,Automático,435999,Ciudad de México
Honda,HR-V,2020,41847,1.8 PRIME CVT,Automático,327999,Ciudad de México
Mercedes Benz,Clase GLA,2017,75241,1.6 GLA 200 CGI SPORT,Automático,307999,Ciudad de México
Nissan,X-Trail,2016,55362,2.5 ADVANCE 3 ROW AUTO,Automático,242999,Ciudad de México
Mazda,CX-3,2016,70759,2.0 I GRAND TOURING 2WD AT,Automático,250999,Ciudad de México
Volkswagen,Teramont,2019,85795,3.6 COMFORTLINE PLUS AUTO,Automático,420999,Ciudad de México
Kia,Rio,2020,54322,1.6 LX,Manual,219999,Ciudad de México
Kia,Niro,2019,44000,1.6 EX DCT,Automático,328999,Cuernavaca
Kia,Sorento,2017,56335,2.4 LX AT,Automático,265999,Ciudad de México
Nissan,X-Trail,2022,15693,2.5 ADVANCE 2 ROW CVT,Automático,442999,Ciudad de México
Hyundai,Creta,2018,74500,1.6 LIMITED AUTO,Automático,250999,Ciudad de México
Honda,HR-V,2017,60254,1.8 UNIQ CVT,Automático,249999,Ciudad de México
Mazda,Mazda 2,2017,57000,1.5 I GRAND TOURING TA,Automático,215999,Ciudad de México
Buick,Encore,2017,83466,1.4 AUTO CXL L PREMIUM,Automático,239999,Ciudad de México
Kia,Sportage,2017,81833,2.0 EX PACK AT,Automático,264999,Ciudad de México
Lincoln,MKC,2019,65080,2.3 RESERVE AUTO 4WD,Automático,392999,Ciudad de México
Ford,Bronco Sport,2021,35603,1.5 OUTER BANKS AUTO 4WD,Automático,514999,Ciudad de México
Mazda,CX-3,2019,72114,2.0 I SPORT 2WD AT,Automático,283999,Ciudad de México
Mazda,CX-5,2021,18152,2.5 S GRAND TOURING AUTO,Automático,430999,Ciudad de México
Volkswagen,T-Cross,2020,50051,1.6 HIGHLINE AUTO,Automático,330999,Ciudad de México
Nissan,Sentra,2019,22729,1.8 EXCLUSIVE AUTO,Automático,271999,Ciudad de México
Chevrolet,Onix,2023,18220,1.0 PREMIER REDLINE E AUTO,Automático,282999,Querétaro
Mercedes Benz,Clase C,2018,57275,2.0 C 200 SPORT AUTO,Automático,364999,Ciudad de México
Nissan,Versa,2021,33659,1.6 EXCLUSIVE CVT,Automático,257999,Ciudad de México
Nissan,X-Trail,2017,23396,2.5 EXCLUSIVE 2 ROW AUTO,Automático,272999,Ciudad de México
Honda,Odyssey,2018,54640,3.5 EXL AUTO,Automático,444999,Ciudad de México
Volkswagen,T-Cross,2020,54062,1.6 HIGHLINE EDICION LIMITADA AUTO,Automático,342999,Ciudad de México
Chevrolet,Suburban,2016,97130,5.3 D LTZ AT 4WD,Automático,529999,Ciudad de México
Mercedes Benz,Clase C,2016,70039,1.6 C 180 CGI AT,Automático,270999,Ciudad de México
Mazda,Mazda 6,2020,53745,2.5 SIGNATURE AUTO,Automático,334999,Ciudad de México
Smart,Fortwo,2016,76000,1.0 PASSION,Manual,176999,Ciudad de México
Mazda,CX-5,2020,33835,2.5 S GRAND TOURING AUTO,Automático,405999,Ciudad de México
Hyundai,Tucson,2017,69648,2.0 GLS AT,Automático,252999,Ciudad de México
Kia,Soul,2021,16349,2.0 EX IVT AUTO,Automático,299999,Monterrey
Bmw,X5,2017,96240,3.0 XDRIVE35IA M SPORT AT 4WD,Automático,499999,Ciudad de México
Kia,Sorento,2019,43623,2.4 LX AUTO,Automático,288999,Ciudad de México
Nissan,X-Trail,2022,18614,2.5 ADVANCE 2 ROW CVT,Automático,405999,Ciudad de México
Volkswagen,Tiguan,2019,51338,1.4 COMFORTLINE PIEL DCT,Automático,354999,Ciudad de México
Mercedes Benz,Clase GLK,2014,97431,3.5 GLK 300 CGI OFF ROAD 4WD AT,Automático,233999,Ciudad de México
