marca,modelo,año,kilometraje,version,transmision,precio (MXN),ubicacion
Hyundai,Accent,2020,35200,1.6 GL AUTO,Automático,222999,Puebla
Audi,A3,2017,60506,2.0 TFSI ELITE,Automático,358999,Querétaro
Mazda,Mazda 3,2020,37300,2.5 I SPORT AUTO,Automático,302999,Guadalajara
Changan,CS35,2022,12665,1.4 DCT,Automático,362999,Ciudad de México
Baic,X35,2019,56786,1.5 FASHION,Manual,210999,Ciudad de México
Hyundai,Tucson,2017,90896,2.0 LIMITED TECH NAVI AT,Automático,273999,Ciudad de México
Gmc,Acadia,2016,98899,3.6 E DENALI AT 4WD,Automático,273999,Ciudad de México
Volkswagen,CrossFox,2014,76834,1.6 CROSSFOX TECHO CORREDIZO MT,Manual,163999,Ciudad de México
Omoda,O5,2024,14390,1.6 GT UNLIMITED DCT,Automático,414999,Ciudad de México
Mini,Cooper,2017,77410,1.5 COOPER CHILI AT,Automático,261999,Ciudad de México
Mazda,Mazda 2,2019,99827,1.5 I GRAND TOURING SEDAN AUTO,Automático,220999,Monterrey
Mini,Cooper,2016,103499,1.5 COOPER CHILI AT,Automático,203999,Guadalajara
Mini,Cooper,2018,66729,1.5 COOPER SALT AUTO,Automático,250999,Guadalajara
Mazda,Mazda 3,2018,70000,2.5 SEDAN I TOURING TA,Automático,236999,Ciudad de México
Mini,Cooper,2016,49206,1.5 COOPER SALT AT,Automático,223999,Ciudad de México
Mercedes Benz,Clase C,2018,72708,2.0 C 200 AUTO,Automático,422999,Ciudad de México
Toyota,RAV4,2019,78705,2.5 LE AT,Automático,344999,Ciudad de México
Kia,Sedona,2020,77000,3.3 LX AUTO,Automático,330999,Ciudad de México
Smart,Fortwo,2017,68040,0.9 PASSION TURBO,Automático,222999,Ciudad de México
Volkswagen,Beetle,2014,101423,2.5 SPORT TIPTRONIC,Automático,145999,Monterrey
Mini,Cooper,2016,73561,1.5 COOPER CHILI,Manual,242999,Monterrey
Mazda,CX-30,2021,44000,2.5 TURBO S GRAND TOURING POLYMETAL 4WD,Automático,417999,Ciudad de México
Chevrolet,Cruze,2017,61803,1.4 LS B TURBO AT,Automático,182999,Guadalajara
Honda,HR-V,2018,41088,1.8 TOURING CVT,Automático,285999,Monterrey
Infiniti,QX60,2019,80650,3.5 SENSORY AUTO 4WD,Automático,438999,Puebla
Suzuki,Kizashi,2015,114327,2.4 GLX CVT,Automático,177999,Ciudad de México
Mercedes Benz,Clase E,2017,71727,2.0 E 250 AT,Automático,385999,Ciudad de México
Chevrolet,Equinox,2016,99400,2.4 LS D AUTO,Automático,202999,Ciudad de México
Mini,Cooper,2018,39019,1.5 COOPER SALT AUTO,Automático,266999,Ciudad de México
Jeep,Cherokee,2018,111676,3.2 TRAILHAWK AUTO 4WD,Automático,313999,Monterrey
Dodge,Attitude,2020,78668,1.2 SE,Manual,169999,Ciudad de México
Chevrolet,Suburban,2010,137171,5.3 C PIEL DVD,Automático,203999,Ciudad de México
Ford,Fusion,2020,59403,2.0 TITANIUM AUTO,Automático,294999,Ciudad de México
Audi,A1,2015,71402,1.4 TFSI COOL S TRONIC,Automático,200999,Ciudad de México
Nissan,Sentra,2023,13019,2.0 SR PLATINUM CVT,Automático,400999,Ciudad de México
Seat,Ibiza,2016,101673,1.6 REFERENCE MT,Manual,151999,Monterrey
Mercedes Benz,Clase GLS,2019,60302,4.7 GLS 500 AUTO 4WD,Automático,715999,Ciudad de México
Buick,Lacrosse,2014,102473,3.6 CXS C AT,Automático,192999,Ciudad de México
Chevrolet,Colorado,2018,53720,2.5 DOBLE CABINA WT A 4X2 AUTO,Automático,416999,Guadalajara
Mercedes Benz,Clase GLS,2019,82113,4.7 GLS 500 AUTO 4WD,Automático,751999,Ciudad de México
Honda,Fit,2016,55810,1.5 FUN CVT,Automático,197999,Ciudad de México
Volvo,XC60,2017,90122,2.0 INSPIRATION T5 AT,Automático,291999,Monterrey
Volkswagen,Tiguan,2016,131574,1.4 DSG PAQUETE SPORT & STYLE,Automático,195999,Ciudad de México
Seat,Altea XL,2015,130000,1.8 XL TSI FAROS BIXENON DSG,Automático,158999,Ciudad de México
Peugeot,308,2020,61125,1.6 GT AUTO,Automático,341999,Ciudad de México
Jeep,Grand Cherokee,2015,105726,3.6 LIMITED LUJO V6,Automático,320999,Ciudad de México
Chevrolet,Camaro,2018,53611,2.0 LT A TURBO,Manual,461999,Ciudad de México
Audi,A3,2014,112147,1.8 TFSI AMBIENTE S TRONIC,Automático,204999,Guadalajara
Buick,Enclave,2019,71235,3.6 AVENIR AUTO 4WD,Automático,443999,Ciudad de México
Smart,Fortwo,2016,69004,1.0 PASSION,Manual,191999,Ciudad de México
Seat,Leon,2016,87448,1.4 SC STYLE 150HP DSG,Automático,212999,Ciudad de México
Nissan,Altima,2023,4450,2.5 ADVANCE CVT,Automático,508999,Cuernavaca
Chevrolet,Cavalier,2023,11000,1.3 RS C AUTO,Automático,303999,Ciudad de México
Mini,Clubman,2019,49844,1.5 COOPER CLUBMAN CHILI AUTO,Automático,322999,Cuernavaca
Mercedes Benz,Clase C,2018,70835,1.6 C 180 AUTO,Automático,318999,Querétaro
Mercedes Benz,Clase GLA,2017,77000,1.6 GLA 200 CGI SPORT,Automático,261999,Guadalajara
Mercedes Benz,Clase C,2015,68100,2.0 C 250 CGI SPORT AT,Automático,305999,Ciudad de México
Bmw,X1,2015,61000,2.0 SDRIVE 20IA X LINE,Automático,253999,Guadalajara
Volkswagen,Polo,2014,127791,1.2 HIGHLINE DSG,Automático,160999,Ciudad de México
Mini,Cooper S,2022,16357,2.0 COOPER S ESSENTIAL,Manual,507999,Ciudad de México
Bmw,Serie 3,2017,64760,2.0 330E A LUXURY LINE AUTO,Automático,326999,Puebla
Mazda,CX-30,2021,14839,2.5 TURBO S GRAND TOURING POLYMETAL 4WD,Automático,423999,Ciudad de México
Buick,Verano,2016,67000,2.4 1SB,Automático,167999,Monterrey
Mini,Clubman,2016,50690,2.0 COOPER S CLUBMAN HOT CHILI AT,Automático,302999,Ciudad de México
Ford,Escape,2015,120239,2.0 TREND ADVANCE ECOBOOST I4 AT,Automático,197999,Guadalajara
Mini,Countryman,2019,59208,2.0 COOPER S SPORT AUTO,Automático,399999,Ciudad de México
Fiat,500,2016,118375,1.4 ABARTH MT,Manual,195999,Querétaro
Infiniti,Q50,2017,81462,3.5 HYBRID AT,Automático,295999,Monterrey
Chevrolet,Suburban,2016,91782,5.3 D LTZ AT 4WD,Automático,522999,Ciudad de México
Omoda,O5,2024,16000,1.6 GT LIFE DCT,Automático,343999,Monterrey
Smart,Forfour,2018,49089,0.9 PASSION TURBO,Automático,227999,Ciudad de México
Smart,Forfour,2017,56567,0.9 PRIME TURBO,Automático,222999,Ciudad de México
Peugeot,301,2020,38106,1.6 ACTIVE,Manual,191999,Guadalajara
Smart,Forfour,2016,60841,1.0 PASSION,Manual,174999,Ciudad de México
Honda,City,2019,57572,1.5 EX CVT,Automático,221999,Ciudad de México
Ford,Mustang,2019,39228,2.3 ECOBOOST AUTO,Automático,575999,Ciudad de México
Lincoln,MKC,2017,76200,2.3 RESERVE AWD AT,Automático,275999,Puebla
Fiat,500,2015,124203,1.4 TRENDY MT,Manual,130999,Monterrey
Volvo,V40,2016,102032,2.0 INSPIRATION T5 AT AWD,Automático,183999,Ciudad de México
Nissan,X-Trail,2019,25718,2.5 SENSE 2 ROW AUTO,Automático,295999,Guadalajara
Subaru,Outback,2017,71000,2.5 I PREMIUM CVT,Automático,288999,Querétaro
Mercedes Benz,Clase C,2018,61629,2.0 C 200 CGI SPORT AT,Automático,369999,Ciudad de México
Land Rover,Discovery Sport,2020,49354,2.0 MHEV P200 S AUTO 4WD,Automático,536999,Ciudad de México
Mercedes Benz,Clase GLA,2021,60088,1.3 200 PROGRESSIVE DCT,Automático,567999,Guadalajara
Mercedes Benz,Clase CLA,2019,37734,1.6 CLA 200 SPORT DCT,Automático,388999,Ciudad de México
Bmw,X1,2019,40735,1.5 SDRIVE18IA EXECUTIVE DCT,Automático,390999,Ciudad de México
Bmw,Serie 2,2018,60159,2.0 220IA SPORT LINE AUTO,Automático,364999,Ciudad de México
Mini,Cooper S,2013,97138,1.6 COOPER S HOT CHILI AT,Automático,200999,Cuernavaca
Suzuki,Swift,2019,41774,1.4 BOOSTERJET SPORT AUTO,Automático,237999,Ciudad de México
Mini,Cooper,2017,91255,1.5 COOPER SALT,Manual,228999,Querétaro
Honda,Fit,2018,45286,1.5 FUN CVT,Automático,219999,Ciudad de México
Bmw,Serie 3,2017,62599,2.0 330E A LUXURY LINE AUTO,Automático,318999,Ciudad de México
Mercedes Benz,Clase M,2014,89188,5.5 ML 63 AMG BITURBO 4WD AT,Automático,452999,Guadalajara
Bmw,Serie 2,2017,103293,220IA GRAN TOURER LUXURY LINE,Automático,273999,Ciudad de México
Audi,e-tron,2020,29350,55 ADVANCED 4WD,Automático,735999,Puebla
Toyota,RAV4,2013,85523,2.5 XLE AT,Automático,223999,Ciudad de México
Bmw,Serie 3,2018,67279,2.0 330E IPERFORMANCE SPORT LINE AUTO,Automático,364999,Querétaro
Infiniti,QX70,2019,52320,3.7 SPORT 4WD AUTO,Automático,427999,Ciudad de México
Volkswagen,Teramont,2019,72815,3.6 COMFORTLINE AUTO,Automático,433999,Monterrey
Volkswagen,Jetta,2017,96516,2.5 TRENDLINE TIP.,Automático,187999,Ciudad de México
Honda,Pilot,2016,58016,3.5 EX,Automático,351999,Ciudad de México
Dodge,Neon,2020,34178,1.6 SPORT AUTO,Automático,232999,Ciudad de México
Bmw,X3,2021,15445,2.0 XDRIVE30E PHEV AUTO,Automático,917999,Ciudad de México
Buick,Verano,2016,127242,2.0 1SC,Automático,177999,Guadalajara
Honda,Pilot,2016,69353,3.5 EX,Automático,301999,Ciudad de México
Jaguar,XJ,2014,49060,3.0 V6 PREMIUM LUXURY AT,Automático,417999,Ciudad de México
Mercedes Benz,Clase E,2014,99000,4.7 E 500 CGI BITURBO AT,Automático,381999,Querétaro
Honda,CR-V,2016,91300,2.4 EXL NAVI,Automático,351999,Guadalajara
Land Rover,Discovery Sport,2018,72647,2.0 HSE AUTO 4WD,Automático,441999,Ciudad de México
Seat,Ibiza,2020,21132,1.0 FR,Manual,308999,Cuernavaca
Mini,Cooper S,2018,89697,2.0 COOPER S SALT AUTO,Automático,277999,Ciudad de México
Cadillac,CTS,2017,114014,3.6 PREMIUM C,Automático,327999,Querétaro
Toyota,Highlander,2019,38813,3.5 XLE AUTO,Automático,419999,Ciudad de México
Ford,Ranger,2019,31295,2.5 XL CREW CAB 4WD HR BASE,Manual,409999,Monterrey
Lincoln,Navigator,2015,123460,3.5 AUTO 4WD,Automático,352999,Ciudad de México
Land Rover,Discovery Sport,2019,53000,2.0 P290 HSE AUTO 4WD,Automático,581999,Guadalajara
Volkswagen,Beetle,2018,41000,2.5 SOUND AUTO,Automático,296999,Ciudad de México
Mercedes Benz,Clase CLA,2019,31682,2.0 CLA 250 SPORT DCT,Automático,461999,Ciudad de México
Jeep,Wrangler,2018,71000,3.6 JK SAHARA 4X4 ATX,Automático,530999,Ciudad de México
Nissan,Altima,2022,17727,2.0 EXCLUSIVE TURBO CVT,Automático,502999,Cuernavaca
Lincoln,Navigator,2016,107505,3.5 RESERVE 4WD,Automático,438999,Ciudad de México
Chevrolet,Blazer,2019,47419,3.6 PIEL B AUTO,Automático,455999,Ciudad de México
Mitsubishi,Mirage,2015,73360,1.2 GLX MT,Manual,114999,Ciudad de México
Mini,John Cooper Works,2020,31079,2.0 JOHN COOPER WORKS HOT CHILI AUTO,Automático,475999,Ciudad de México
Mazda,Mazda 3,2022,5681,2.5 I GRAND TOURING AUTO,Automático,342999,Ciudad de México
Mercedes Benz,Clase C,2010,117773,1.8 C 200 CGI SPORT AT,Automático,142999,Ciudad de México
Mazda,CX-9,2018,62000,2.5 TURBO I GRAND TOURING 4WD AT,Automático,401999,Ciudad de México
Land Rover,LR2,2014,78345,2.0 HSE AT 4WD,Automático,287999,Ciudad de México
Ford,Edge,2019,52759,2.0 SEL PLUS AUTO,Automático,373999,Ciudad de México
Chevrolet,Colorado,2021,45025,3.6 LT C AUTO 4WD,Automático,592999,Ciudad de México
Audi,A3,2014,101548,1.8 TFSI S LINE S TRONIC,Automático,264999,Monterrey
Mercedes Benz,Clase CLA,2019,20350,2.0 CLA 250 SPORT DCT,Automático,471999,Cuernavaca
Volkswagen,Beetle,2015,57565,2.5 SPORT PAQUETE BASICO TIPTRONIC,Automático,204999,Guadalajara
Bmw,Serie 3,2017,80601,2.0 320IA SPORT LINE AUTO,Automático,271999,Ciudad de México
Acura,TLX,2017,79600,3.5 ADVANCE AT,Automático,313999,Ciudad de México
Chevrolet,Cheyenne,2018,89366,5.3 2500 CHEYENNE CREW CAB B AT 4WD,Automático,494999,Ciudad de México
Mercedes Benz,Clase CLS,2017,71178,3.5 CLS 400 CGI BITURBO AT,Automático,515999,Ciudad de México
Bmw,Serie 1,2016,68483,1.6 120IA URBAN LINE,Automático,246999,Guadalajara
Mercedes Benz,Clase CLA,2017,70630,1.6 CLA 200 SPORT AT,Automático,312999,Ciudad de México
Audi,A5,2018,122524,3.0 S5 AUTO 4WD,Automático,511999,Monterrey
Bmw,Serie 1,2020,33564,1.5 118IA M SPORT DCT,Automático,426999,Ciudad de México
Audi,A5,2016,76273,2.0 TFSI S LINE S TRONIC QUATTRO,Automático,350999,Guadalajara
Bmw,X6,2017,92067,3.0 XDRIVE35IA EXTRAVAGANCE AT,Automático,507999,Querétaro
Toyota,Camry,2019,63396,2.5 XLE NAVI HV AUTO,Automático,397999,Querétaro
Acura,TLX,2016,80124,3.5 ADVANCE AT,Automático,262999,Ciudad de México
Bmw,Serie 2,2015,68000,2.0 220IA SPORT LINE,Automático,284999,Ciudad de México
Lincoln,Nautilus,2019,64000,2.0 RESERVE AUTO,Automático,491999,Ciudad de México
Mercedes Benz,Clase GLE,2016,91734,4.7 GLE 500 BITURBO 4WD AT,Automático,456999,Guadalajara
Mercedes Benz,Clase C,2017,84435,2.0 C 200 CGI SPORT AT,Automático,309999,Ciudad de México
Chevrolet,Tahoe,2014,114505,5.3 D PIEL DVD,Automático,262999,Guadalajara
Volkswagen,Jetta,2019,22754,1.4 R-LINE AUTO,Automático,322999,Ciudad de México
Bmw,X2,2020,49825,2.0 M35IA,Automático,518999,Guadalajara
Mercedes Benz,Clase M,2014,131241,3.5 ML 350 CGI SPORT AMG AT,Automático,246999,Monterrey
Land Rover,Range Rover Sport,2013,90000,5.0 V8 SUPERCHARGED,Automático,277999,Ciudad de México
Mercedes Benz,Clase A,2016,103855,1.6 A 200,Automático,262999,Puebla
Volkswagen,Beetle,2018,47595,2.5 SPORTLINE TIPTRONIC,Automático,289999,Ciudad de México
Alfa Romeo,Giulietta,2021,28736,1.8 VELOCE TCT,Automático,426999,Ciudad de México
Bmw,Serie 2,2024,8593,2.0 M235I XDRIVE GRAN COUPE AUTO,Automático,861999,Querétaro
Nissan,NV350 Urvan,2022,11651,2.5 PANEL AMPLIA A/A PAQ SEG,Manual,568999,Ciudad de México
Mercedes Benz,Clase A,2016,93839,1.6 A 180 CGI 7G-DCT,Automático,222999,Ciudad de México
Jaguar,XE,2018,83000,2.0 PRESTIGE 250 AUTO,Automático,375999,Ciudad de México
Bmw,Serie 1,2021,30784,1.5 118I DCT,Automático,451999,Ciudad de México
Alfa Romeo,Giulietta,2017,73615,1.8 VELOCE TCT,Automático,242999,Ciudad de México
Hyundai,Elantra,2018,68862,2.0 GLS AUTO,Automático,194999,Guadalajara
Mercedes Benz,Clase CLA,2015,89245,1.6 CLA 180 CGI AT,Automático,245999,Ciudad de México
Porsche,Cayenne,2013,70753,3.0 S HYBRID TIPTRONIC,Automático,414999,Ciudad de México
Acura,ILX,2018,84511,2.4 TECH DCT,Automático,231999,Ciudad de México
Land Rover,Range Rover Sport,2010,99100,5.0 V8 SUPERCHARGED,Automático,214999,Ciudad de México
Audi,TT,2017,75782,2.0 TFSI SPORT HIGH QUATTRO,Automático,507999,Ciudad de México
Ram,Ram 2500,2016,68000,5.7 2500 HEMI SPORT CREW CAB 4X4 V8 6AT,Automático,399999,Ciudad de México
Mercedes Benz,Clase CLS,2014,63054,3.5 CLS 350 CGI AT,Automático,301999,Ciudad de México
Kia,Sorento,2017,89310,3.3 EX AT,Automático,274999,Ciudad de México
Gmc,Sierra,2015,89631,6.2 DENALI E AT 4WD,Automático,504999,Monterrey
Kia,Sorento,2017,102206,3.3 EX PACK AT,Automático,284999,Ciudad de México
Mercedes Benz,Clase CLA,2019,44107,1.6 CLA 200 SPORT DCT,Automático,386999,Ciudad de México
Kia,Sportage,2018,49630,2.4 SXL 4WD AUTO,Automático,309999,Puebla
Mercedes Benz,Clase C,2015,101096,2.0 C 250 CGI SPORT AT,Automático,289999,Ciudad de México
Audi,A3,2016,62649,1.8 TFSI AMBIENTE S TRONIC,Automático,242999,Guadalajara
Land Rover,Discovery Sport,2017,89337,2.0 HSE LUXURY AUTO 4WD,Automático,362999,Ciudad de México
Alfa Romeo,Giulietta,2016,41560,1.8 QUADRIFOGLIO VERDE,Automático,246999,Ciudad de México
Mazda,CX-5,2018,97835,2.5 S GRAND TOURING 2WD AT,Automático,292999,Ciudad de México
Kia,Sportage,2019,49882,2.0 EX PACK AUTO,Automático,326999,Ciudad de México
Honda,Civic,2017,73600,1.5 TURBO PLUS,Automático,294999,Querétaro
Volkswagen,Tiguan,2018,64000,2.0 HIGHLINE DCT,Automático,378999,Ciudad de México
Mazda,Mazda 2,2020,39638,1.5 I TOURING SEDAN AUTO,Automático,248999,Ciudad de México
Kia,Sorento,2022,25360,2.5 EX PACK AUTO,Automático,562999,Ciudad de México
Chevrolet,Cavalier,2019,93105,1.5 PREMIER C AUTO,Automático,183999,Puebla
Audi,Q2,2019,61000,1.4 35 DYNAMIC DCT,Automático,313999,Ciudad de México
Honda,City,2017,82610,1.5 EX,Automático,207999,Ciudad de México
Mg,Zs,2023,19638,1.5 EXCITE CVT,Automático,326999,Ciudad de México
Bmw,X3,2017,76310,3.0 XDRIVE35IA M SPORT AT 4WD,Automático,369999,Ciudad de México
Hyundai,Creta,2019,114690,1.6 GLS PREMIUM AUTO,Automático,253999,Monterrey
Chevrolet,Aveo,2018,63262,1.5 LS B AUTO,Automático,179999,Ciudad de México
Renault,Kwid,2023,1200,1.0 INTENS,Manual,193999,Ciudad de México
Nissan,Sentra,2020,43323,2.0 SENSE AUTO,Automático,246999,Ciudad de México
Mini,Countryman,2016,85347,1.6 COOPER S HOT CHILI LCI AT,Automático,228999,Monterrey
Nissan,X-Trail,2020,40891,2.5 SENSE 2 ROW AUTO,Automático,320999,Querétaro
Volkswagen,Virtus,2022,28098,1.6 COMFORTLINE AUTO,Automático,285999,Ciudad de México
Mg,Zs,2022,34189,1.5 EXCITE AUTO,Automático,282999,Ciudad de México
Nissan,Frontier,2015,98136,4.0 CREW CAB PRO 4X AT 4WD,Automático,300999,Ciudad de México
Jeep,Compass,2023,8500,1.3 ALTITUDE AUTO,Automático,461999,Ciudad de México
Jac,SEI2,2022,33000,1.5 SMART,Manual,226999,Ciudad de México
Peugeot,2008,2015,70000,1.6 VTI 120 FÉLINE,Automático,161999,Ciudad de México
Mini,Cooper S,2013,80000,1.6 COOPER COUPE S HOT CHILI AT,Automático,214999,Guadalajara
Honda,HR-V,2017,42300,1.8 UNIQ CVT,Automático,244999,Ciudad de México
Mazda,CX-5,2020,71000,2.5 S GRAND TOURING AUTO,Automático,366999,Ciudad de México
Ford,Escape,2013,63410,2.5 SE I4 AT,Automático,152999,Ciudad de México
Chevrolet,Aveo,2018,67000,1.5 LT C,Manual,178999,Ciudad de México
Mazda,CX-5,2018,75213,2.5 S GRAND TOURING 2WD AT,Automático,318999,Ciudad de México
Mazda,CX-5,2018,71000,2.5 S GRAND TOURING 2WD AT,Automático,321999,Ciudad de México
Nissan,March,2020,43331,1.6 ADVANCE,Manual,205999,Cuernavaca
Mg,GT,2023,10000,1.5 ALPHA DCT,Automático,318999,Ciudad de México
Renault,Duster,2018,120875,2.0 INTENS,Manual,174999,Cuernavaca
Chevrolet,Beat,2020,99000,1.2 LT B,Manual,163999,Ciudad de México
Nissan,V-Drive,2020,78551,1.6 V-DRIVE A/C,Manual,184999,Ciudad de México
Mg,Zs,2021,51000,1.5 EXCITE,Manual,241999,Puebla
Chevrolet,Trax,2016,115240,1.8 B LT AT,Automático,175999,Querétaro
Mg,MG5,2021,41167,1.5 ELEGANCE CVT,Automático,215999,Monterrey
Mazda,Mazda 2,2019,50403,1.5 I TOURING,Manual,216999,Ciudad de México
Chevrolet,Aveo,2017,86661,1.6 N MT,Manual,121999,Monterrey
Mazda,Mazda 3,2017,106331,2.5 SEDAN S TM,Manual,195999,Ciudad de México
Audi,Q2,2018,69000,1.4 SELECT DCT,Automático,309999,Ciudad de México
Kia,Soul,2018,48460,2.0 EX AUTO,Automático,247999,Ciudad de México
Jeep,Compass,2021,18361,2.4 LIMITED AUTO,Automático,409999,Ciudad de México
Dodge,Vision,2018,65133,1.6 DUALOGIC,Automático,143999,Ciudad de México
Chevrolet,Cavalier,2020,45295,1.5 LS A,Manual,202999,Ciudad de México
Dodge,Journey,2023,10618,1.5 GT AUTO,Automático,432999,Ciudad de México
Nissan,Kicks,2019,57741,1.6 ADVANCE LTS CVT,Automático,235999,Monterrey
Buick,Enclave,2014,123410,3.6 CXL D AT 4WD,Automático,187999,Puebla
Mazda,MX-5,2023,7255,2.0 I SPORT MT,Manual,410999,Ciudad de México
Renault,Stepway,2018,92000,1.6 ZEN MT,Manual,152999,Ciudad de México
Mini,Cooper S,2013,86404,1.6 COOPER S CHILI AT,Automático,213999,Ciudad de México
Toyota,Corolla,2021,31618,1.8 LE HYBRID AUTO,Automático,371999,Ciudad de México
Nissan,Versa,2018,49729,1.6 ADVANCE AUTO,Automático,185999,Monterrey
Nissan,Versa,2018,85565,1.6 SENSE AUTO,Automático,171999,Monterrey
Bmw,Serie 4,2019,31174,2.0 420IA SPORT LINE,Automático,440999,Ciudad de México
Peugeot,3008,2021,25000,1.6 THP ALLURE PACK AUTO,Automático,368999,Ciudad de México
Mazda,CX-9,2018,49619,2.5 TURBO I GRAND TOURING 4WD AT,Automático,374999,Ciudad de México
Dodge,Journey,2015,95000,2.4 SE,Automático,174999,Guadalajara
Mercedes Benz,Clase C,2016,101465,2.0 C 250 CGI SPORT AT,Automático,299999,Ciudad de México
Seat,Arona,2019,29500,1.6 STYLE AUTO,Automático,255999,Puebla
Renault,Kwid,2023,19329,1.0 BITONO,Manual,196999,Ciudad de México
Mini,Cooper,2017,79962,1.5 COOPER CONVERTIBLE PEPPER AT,Automático,314999,Ciudad de México
Renault,Duster,2017,86220,2.0 DYNAMIQUE MEDIA NAV MT,Manual,182999,Puebla
Kia,Rio,2021,23000,1.6 L,Manual,217999,Puebla
Chevrolet,Cavalier,2019,55811,1.5 LT B AUTO,Automático,201999,Ciudad de México
Mazda,Mazda 3,2019,41483,2.5 I SPORT SEDAN AUTO,Automático,256999,Cuernavaca
Hyundai,Elantra,2018,32679,2.0 GLS AUTO,Automático,198999,Ciudad de México
Nissan,X-Trail,2018,67121,2.5 SENSE 2 ROW AUTO,Automático,254999,Ciudad de México
Acura,MDX,2017,80264,3.5 AWD AT,Automático,336999,Ciudad de México
Honda,HR-V,2017,39882,1.8 EPIC CVT,Automático,264999,Monterrey
Mazda,Mazda 2,2016,94587,1.5 I TM,Manual,170999,Querétaro
Volkswagen,Vento,2021,56000,1.6 STARTLINE AUTO,Automático,213999,Puebla
Nissan,NP300,2019,64241,2.5 LE TM AC,Manual,383999,Guadalajara
Toyota,Prius,2020,65000,1.8 HYBRID PREMIUM AUTO,Automático,327999,Ciudad de México
Jac,SEI6 PRO,2023,8772,1.5 LIMITED DCT,Automático,381999,Guadalajara
Honda,HR-V,2018,71572,1.8 EPIC CVT,Automático,274999,Guadalajara
Chevrolet,Trax,2014,97626,1.8 A LS MT,Manual,154999,Guadalajara
Renault,Duster,2019,32798,2.0 CONNECT DEH,Manual,218999,Ciudad de México
Nissan,X-Trail,2019,70569,2.5 EXCLUSIVE 2 ROW AUTO,Automático,307999,Cuernavaca
Toyota,Highlander,2015,120347,3.5 XLE,Automático,282999,Ciudad de México
Seat,Leon,2017,82532,1.4 STYLE 125HP MT,Manual,205999,Ciudad de México
Nissan,March,2018,46457,1.6 ADVANCE,Manual,173999,Querétaro
Jeep,Renegade,2017,84000,1.8 SPORT,Automático,218999,Ciudad de México
Mazda,Mazda 3,2018,87200,2.5 HATCHBACK S GRAND TOURING TA,Automático,252999,Querétaro
Chevrolet,Cavalier,2018,88302,1.5 PREMIER C AUTO,Automático,172999,Querétaro
Nissan,Versa,2019,77403,1.6 ADVANCE,Manual,195999,Querétaro
Dodge,Journey,2018,46139,2.4 SXT+ 7,Automático,262999,Ciudad de México
Kia,Niro,2019,60082,1.6 EX DCT,Automático,318999,Ciudad de México
Mini,Cooper S,2020,33603,2.0 COOPER S CHILI DCT,Automático,397999,Ciudad de México
Nissan,March,2015,106038,1.6 SENSE MT,Manual,130999,Guadalajara
Audi,A1,2016,41009,1.4 TFSI COOL S TRONIC,Automático,225999,Ciudad de México
Mg,Zs,2024,8118,1.5 ELEGANCE RED PACK CVT,Automático,325999,Monterrey
Audi,Q3,2021,61000,1.4 35 TFSI S LINE DCT,Automático,537999,Puebla
Kia,Sportage,2020,40730,2.0 LX AUTO,Automático,315999,Guadalajara
Mazda,Mazda 3,2022,21123,2.5 I GRAND TOURING AUTO,Automático,328999,Ciudad de México
Toyota,Prius C,2021,35210,1.5 HEV AUTO,Automático,291999,Ciudad de México
Mazda,Mazda 3,2020,25000,2.5 I SPORT AUTO,Automático,297999,Monterrey
Honda,HR-V,2020,41847,1.8 PRIME CVT,Automático,314999,Ciudad de México
Nissan,Frontier,2021,52360,2.5 PLATINUM LE AUTO,Automático,493999,Guadalajara
Volkswagen,Vento,2020,61229,1.6 STARTLINE AUTO,Automático,192999,Guadalajara
Seat,Leon,2019,74200,1.4 STYLE 150HP,Manual,233999,Ciudad de México
Volkswagen,Virtus,2022,34000,1.6,Manual,274999,Puebla
Mazda,CX-9,2011,129700,3.7 SPORT 2WD AT,Automático,138999,Querétaro
Honda,HR-V,2018,106067,1.8 TOURING CVT,Automático,258999,Guadalajara
Kia,Seltos,2021,70000,1.4 GT LINE DCT,Automático,311999,Ciudad de México
Chevrolet,Trax,2016,61778,1.8 B LT AT,Automático,185999,Monterrey
Buick,Encore,2019,54227,1.4 CXL L AUTO,Automático,268999,Ciudad de México
Seat,Ibiza,2016,111680,1.6 SC STYLE MT CONNECT,Manual,171999,Querétaro
Volkswagen,Vento,2021,71191,1.6 COMFORTLINE PLUS,Manual,234999,Querétaro
Mercedes Benz,Clase CLA,2019,62000,2.0 CLA 250 SPORT DCT,Automático,362999,Cuernavaca
Nissan,Versa,2020,32770,1.6 SENSE CVT,Automático,229999,Ciudad de México
Hyundai,Tucson,2022,26000,2.5 GLS AUTO,Automático,390999,Ciudad de México
Hyundai,Creta,2017,89421,1.6 GLS PREMIUM TA,Automático,235999,Guadalajara
Nissan,Sentra,2022,11175,2.0 SENSE,Manual,277999,Ciudad de México
Volkswagen,Tiguan,2020,41000,1.4 COMFORTLINE DCT,Automático,374999,Ciudad de México
Toyota,C-HR,2018,45492,2.0 AUTO,Automático,291999,Ciudad de México
Hyundai,Creta,2020,47248,1.6 GLS AUTO,Automático,270999,Ciudad de México
Volkswagen,Tiguan,2022,8682,1.4 COMFORTLINE 3 FILA DCT,Automático,469999,Ciudad de México
Mazda,Mazda 3,2016,84656,2.0 SEDAN I TOURING TM,Manual,204999,Ciudad de México
